timestamp,ped_id,x,y
7500,131,15.0061623163,4.22427845493
7510,131,14.4799995422,4.29587639484
7520,131,13.9538367682,4.36747433476
7530,131,13.4276739941,4.43907227467
7540,131,12.8520519193,4.47415526523
7550,131,12.2762193793,4.50923825579
7560,131,11.7005973045,4.54432124634
7570,131,11.1855891813,4.5817908349
7580,131,10.710779894,4.62045372245
7590,131,10.2359706066,4.65935526981
7600,131,9.76116131932,4.69825681716
7610,131,9.27561831142,4.73166918912
7620,131,8.76524042057,4.75195527209
7630,131,8.25465206462,4.77224135507
7640,131,7.74427417378,4.79252743805
7650,131,7.23368581783,4.81281352102
7660,131,6.77466141374,4.82355321201
7670,131,6.3497323574,4.8280877482
7680,131,5.92480330107,4.8326222844
7690,131,5.49987424473,4.83715682059
7700,131,5.0749451884,4.84169135679
7710,131,4.63633589994,4.85314702717
7720,131,4.16594637993,4.88130888354
7730,131,3.69555685991,4.90947073991
7740,131,3.2251673399,4.93739393647
7750,131,2.75456735478,4.96555579284
7760,131,2.28438829988,4.9949109482
7770,131,1.81526157052,5.02975527896
7780,131,1.34613484116,5.06459960972
7790,131,0.87700811181,5.09944394048
7800,131,0.407670917345,5.13404961144
7810,131,-0.0614558120107,5.16889394219
